Project Name,Checkpoint Name,Created On,File Name,Method,Complexity,Statements,Maximum Depth,Calls
Babelfish Analysis,Baseline,07 Feb 2018,BitMan\BitMan.cpp,BitMan.UnLink(),12,21,5,1
Babelfish Analysis,Baseline,07 Feb 2018,BitMan\BitMan.cpp,BitMan.Update_Sink_Bit(),3,8,2,3
Babelfish Analysis,Baseline,07 Feb 2018,BitMan\BitMan.cpp,BitMan.Update_Sink_Bitlist(),5,5,3,2
Babelfish Analysis,Baseline,07 Feb 2018,BitMan\BitMan.cpp,BitMan.Update_Sink_Bitlist_Chain(),4,7,3,1
Babelfish Analysis,Baseline,07 Feb 2018,BitMan\BitMan.cpp,BitMan.Update_Sink_Writeback(),7,9,4,8
Babelfish Analysis,Baseline,07 Feb 2018,BitMan\BitMan.cpp,BitMan.~BitMan(),1,9,1,6
Babelfish Analysis,Baseline,07 Feb 2018,BitMan\BitMan.h,BitMan.Control_Bits_Changed_Static(),1,1,2,1
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\DP83848.cpp,DP83848.DP83848(),1,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\DP83848.cpp,DP83848.Initialize_PHY(),3,11,2,7
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\DP83848.cpp,DP83848.Read_PHY_Reg(),3,5,2,7
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\DP83848.cpp,DP83848.Read_Port_Config(),18,45,8,20
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\DP83848.cpp,DP83848.Update_PHY_Error_Counts(),9,22,3,16
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\DP83848.cpp,DP83848.Write_PHY_Reg(),3,5,2,5
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\DP83848.cpp,DP83848.Write_Port_Config(),8,22,4,10
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\DP83848.h,DP83848.Is_10mbps_Speed(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\DP83848.h,DP83848.Is_Auto_Neg_Complete(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\DP83848.h,DP83848.Is_Auto_Neg_Enable(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\DP83848.h,DP83848.Is_Full_Duplex(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\DP83848.h,DP83848.Is_Jabber_Detected(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\DP83848.h,DP83848.Is_Link_Good(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\DP83848.h,DP83848.Is_Link_Partner_Ack(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\DP83848.h,DP83848.Is_Page_Rx(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\DP83848.h,DP83848.Is_Parallel_Detect_Fault(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\DP83848.h,DP83848.Is_Power_Down(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\DP83848.h,DP83848.Is_Remote_Fault(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\DP83848.h,DP83848.Valid_Phy_Addr(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\DP83848.h,DP83848.Valid_Reg_Addr(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\DP83848.h,DP83848.~DP83848(),1,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.cpp,KSZ8081.ClearALRCmd(),1,2,1,2
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.cpp,KSZ8081.Configure_Address_Learning(),1,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.cpp,KSZ8081.DisableALRLearning(),5,12,3,7
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.cpp,KSZ8081.Initialize_PHY(),3,28,2,19
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.cpp,KSZ8081.InitiateGetALREntry(),5,12,3,5
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.cpp,KSZ8081.InitiateGetFirstALREntry(),1,1,1,2
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.cpp,KSZ8081.InitiateGetNextALREntry(),1,1,1,2
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.cpp,KSZ8081.InvalidateEntry(),1,4,1,2
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.cpp,KSZ8081.IsEntryEndOfTable(),3,8,2,1
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.cpp,KSZ8081.IsEntryValid(),3,8,2,1
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.cpp,KSZ8081.KSZ8081(),1,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.cpp,KSZ8081.PollALREntry(),5,14,3,4
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.cpp,KSZ8081.Put_Own_MAC_Address_In_Table(),1,17,1,4
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.cpp,KSZ8081.Read_PHY_Reg(),3,5,2,7
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.cpp,KSZ8081.Read_Port_Config(),19,47,8,21
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.cpp,KSZ8081.RemoveAllALREntries(),12,27,5,9
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.cpp,KSZ8081.SMIReadSwitchFabricCSR(),1,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.cpp,KSZ8081.SMIWriteSwitchFabricCSR(),14,31,6,9
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.cpp,KSZ8081.Update_PHY_Error_Counts(),9,21,3,14
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.cpp,KSZ8081.Virtual_Port_Config(),21,55,5,19
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.cpp,KSZ8081.WaitFor9303SwichHardwareReady(),1,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.cpp,KSZ8081.WaitForALRInitialized(),10,24,4,4
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.cpp,KSZ8081.WaitForALRMakeFinish(),10,24,4,5
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.cpp,KSZ8081.Write_PHY_Reg(),3,5,2,5
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.cpp,KSZ8081.Write_Port_Config(),8,22,4,10
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.cpp,KSZ8081.WriteALREntry(),10,22,5,10
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.h,KSZ8081.Is_100mbps_Speed(),2,2,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.h,KSZ8081.Is_Auto_Neg_Complete(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.h,KSZ8081.Is_Auto_Neg_Enable(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.h,KSZ8081.Is_Full_Duplex(),2,2,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.h,KSZ8081.Is_Invalid_Speed(),2,2,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.h,KSZ8081.Is_Jabber_Detected(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.h,KSZ8081.Is_Link_Good(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.h,KSZ8081.Is_Link_Partner_Ack(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.h,KSZ8081.Is_Page_Rx(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.h,KSZ8081.Is_Parallel_Detect_Fault(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.h,KSZ8081.Is_Power_Down(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.h,KSZ8081.Is_Remote_Fault(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.h,KSZ8081.Valid_Phy_Addr(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.h,KSZ8081.Valid_Reg_Addr(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.h,KSZ8081.~KSZ8081(),1,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8863.cpp,KSZ8863.Initialize_PHY(),1,10,1,10
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8863.cpp,KSZ8863.KSZ8863(),1,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8863.cpp,KSZ8863.KSZ_I2CRead(),5,12,3,1
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8863.cpp,KSZ8863.KSZ_I2CWrite(),5,12,3,1
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8863.cpp,KSZ8863.Put_Own_MAC_Address_In_Table(),3,27,2,6
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8863.cpp,KSZ8863.Read_Port_Config(),22,48,10,18
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8863.cpp,KSZ8863.Update_PHY_Error_Counts(),1,2,1,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8863.cpp,KSZ8863.Write_Port_Config(),10,22,4,11
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8863.h,KSZ8863.Is_100mbps_Speed(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8863.h,KSZ8863.Is_Auto_Neg_Complete(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8863.h,KSZ8863.Is_Auto_Neg_Enable(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8863.h,KSZ8863.Is_Full_Duplex(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8863.h,KSZ8863.Is_Invalid_Speed(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8863.h,KSZ8863.Is_Link_Good(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8863.h,KSZ8863.Is_Power_Down(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8863.h,KSZ8863.~KSZ8863(),1,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.cpp,LAN.ClearALRCmd(),1,2,1,2
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.cpp,LAN.Configure_Address_Learning(),2,3,2,2
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.cpp,LAN.DisableALRLearning(),5,12,3,7
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.cpp,LAN.Initialize_PHY(),3,12,2,10
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.cpp,LAN.InitiateGetALREntry(),5,12,3,5
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.cpp,LAN.InitiateGetFirstALREntry(),1,1,1,2
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.cpp,LAN.InitiateGetNextALREntry(),1,1,1,2
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.cpp,LAN.InvalidateEntry(),1,4,1,2
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.cpp,LAN.IsEntryEndOfTable(),3,8,2,1
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.cpp,LAN.IsEntryValid(),3,8,2,1
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.cpp,LAN.LAN(),1,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.cpp,LAN.PollALREntry(),5,14,3,4
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.cpp,LAN.Put_Own_MAC_Address_In_Table(),1,17,1,4
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.cpp,LAN.Read_PHY_Reg(),3,5,2,7
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.cpp,LAN.Read_Port_Config(),19,47,8,21
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.cpp,LAN.RemoveAllALREntries(),12,27,5,9
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.cpp,LAN.SMIReadSwitchFabricCSR(),14,31,5,12
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.cpp,LAN.SMIWriteSwitchFabricCSR(),14,31,6,9
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.cpp,LAN.Update_PHY_Error_Counts(),9,21,3,14
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.cpp,LAN.Virtual_Port_Config(),22,61,5,23
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.cpp,LAN.WaitFor9303SwichHardwareReady(),3,7,2,8
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.cpp,LAN.WaitForALRInitialized(),10,24,4,4
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.cpp,LAN.WaitForALRMakeFinish(),10,24,4,5
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.cpp,LAN.Write_PHY_Reg(),3,5,2,5
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.cpp,LAN.Write_Port_Config(),8,22,4,10
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.cpp,LAN.WriteALREntry(),10,22,5,10
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.h,LAN.Is_100mbps_Speed(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.h,LAN.Is_Auto_Neg_Complete(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.h,LAN.Is_Auto_Neg_Enable(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.h,LAN.Is_Full_Duplex(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.h,LAN.Is_Invalid_Speed(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.h,LAN.Is_Jabber_Detected(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.h,LAN.Is_Link_Good(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.h,LAN.Is_Link_Partner_Ack(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.h,LAN.Is_Page_Rx(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.h,LAN.Is_Parallel_Detect_Fault(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.h,LAN.Is_Power_Down(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.h,LAN.Is_Remote_Fault(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.h,LAN.Valid_Phy_Addr(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.h,LAN.Valid_Reg_Addr(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.h,LAN.~LAN(),1,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\EMAC_Driver.h,EMAC_Driver.EMAC_Driver(),1,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\EMAC_Driver.h,EMAC_Driver.~EMAC_Driver(),1,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Eth_PHY_If.cpp,Eth_PHY_If.Eth_PHY_If(),2,6,2,2
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Eth_PHY_If.cpp,Eth_PHY_If.Initial_Link_Check(),2,5,2,1
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Eth_PHY_If.cpp,Eth_PHY_If.Read_Diag_Information(),1,1,1,1
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Eth_PHY_If.cpp,Eth_PHY_If.Read_Port_Count(),1,1,1,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Eth_PHY_If.cpp,Eth_PHY_If.Reset_PHY(),2,3,2,2
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Eth_PHY_If.cpp,Eth_PHY_If.Set_Netif_Link(),11,18,2,3
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Eth_PHY_If.cpp,Eth_PHY_If.Update_PHY_Status(),4,6,2,2
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Eth_PHY_If.h,Eth_PHY_If.~Eth_PHY_If(),1,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Eth_Port.cpp,Eth_Port.Eth_Port(),8,26,3,8
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Eth_Port.cpp,Eth_Port.Read_Port_Diag_Info(),1,1,1,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Eth_Port.cpp,Eth_Port.Select_PHY(),1,1,1,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Eth_Port.cpp,Eth_Port.Set_Port_Config(),11,25,4,3
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Eth_Port.cpp,Eth_Port.Update_Port_Error_Counts(),9,17,3,2
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Eth_Port.cpp,Eth_Port.Update_Port_Status(),13,35,6,6
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Eth_Port.h,Eth_Port.~Eth_Port(),1,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Ethernet.cpp,Ethernet.Ethernet(),1,6,1,2
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Ethernet.cpp,Ethernet.Ethernet_Start_Thread(),4,14,2,7
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Ethernet.cpp,Ethernet.Get_IP_Config(),1,7,1,4
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Ethernet.cpp,Ethernet.InitialLinkCheck(),1,1,1,1
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Ethernet.cpp,Ethernet.Read_Diag_Information(),1,1,1,1
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Ethernet.cpp,Ethernet.Read_Port_Count(),1,1,1,1
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Ethernet.cpp,Ethernet.Reset_PHY(),1,1,1,1
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Ethernet.cpp,Ethernet.Update_Hostname_Handle(),1,1,1,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Ethernet.cpp,Ethernet.Update_IP_Config(),6,28,2,15
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Ethernet.cpp,Ethernet.UpdateActiveIPConfig(),1,1,1,1
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Ethernet.cpp,wait_till_ip_configured(),2,15,2,10
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Ethernet.h,Ethernet.Ethernet_Start_Thread_Static(),1,1,2,1
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Ethernet.h,Ethernet.~Ethernet(),1,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\LWIPService.cpp,LWIP_Service_TCPIP_Thread_CallBack(),2,2,2,2
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\LWIPService.cpp,lwIPNetworkConfigChange(),13,41,5,36
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\LWIPService.cpp,LWIPServiceBringStaticNetifDown(),1,5,1,9
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\LWIPService.cpp,LWIPServiceBringStaticNetifUp(),1,11,1,15
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\LWIPService.cpp,LWIPServiceGetIPDef(),1,8,1,15
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\LWIPService.cpp,LWIPServiceStaticLinkUp(),4,8,2,7
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\LWIPService.cpp,LWIPServiceTaskInit(),11,41,3,38
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\LWIPService.cpp,LWIPServiceTaskIPConfigGet(),5,11,2,3
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\LWIPService.cpp,LWIPServiceTaskMACGet(),2,5,2,4
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\LWIPService.cpp,Sntp_If_Init(),1,1,1,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\sntp_if.cpp,SNTP_If.Calculate_Offset_Time(),1,15,1,10
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\sntp_if.cpp,SNTP_If.Get_Epoch_Time(),1,1,1,1
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\sntp_if.cpp,SNTP_If.Get_Sntp_Retry_Time(),1,3,1,1
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\sntp_if.cpp,SNTP_If.Get_Sntp_Update_Time(),1,3,1,1
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\sntp_if.cpp,SNTP_If.Set_Active_Server_Status(),2,4,2,1
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\sntp_if.cpp,SNTP_If.Set_Epoch_Time(),1,1,1,1
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\sntp_if.cpp,SNTP_If.SNTP_If(),1,16,1,18
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\sntp_if.cpp,SNTP_If.Sntp_Service_Callback(),18,40,5,12
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\sntp_if.cpp,SNTP_If.Update(),5,12,4,6
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\sntp_if.h,SNTP_If.Sntp_Service_Callback_Static(),1,1,2,1
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\sntp_if.h,SNTP_If.Unused_Event_Cback(),1,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\sntp_if.h,SNTP_If.Update_Static(),1,1,2,1
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\sntp_if.h,SNTP_If.~SNTP_If(),1,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Trusted_IP_Filter.cpp,Trusted_IP_Filter.Is_Remote_Trusted(),12,19,5,1
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Trusted_IP_Filter.cpp,Trusted_IP_Filter.Register_Accept_Callback(),3,8,3,1
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Trusted_IP_Filter.cpp,Trusted_IP_Filter.Trusted_IP_Accept_Cb(),6,13,5,4
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Trusted_IP_Filter.cpp,Trusted_IP_Filter.Trusted_IP_Filter(),10,23,7,7
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\assy.cpp,Add_Assy_Line(),1,5,1,10
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\assy.cpp,Assy_Delete_Param_Callback(),17,30,7,15
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\assy.cpp,Assy_Get_All_Callback(),24,37,8,31
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\assy.cpp,Assy_Get_Param_Callback(),26,47,7,31
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\assy.cpp,Assy_Get_Values_Callback(),25,39,8,32
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\assy.cpp,Assy_Index_Callback(),16,30,5,10
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\assy.cpp,Assy_Param_Callback(),44,81,9,40
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\assy.cpp,Assy_Param_Values_Callback(),33,47,8,9
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\assy.cpp,Assy_Put_Parse_Callback(),230,422,19,112
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\assy.cpp,Assy_Put_Values_Callback(),34,85,12,34
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\assy.cpp,Delete_Param_From_Assy(),12,41,8,10
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\assy.cpp,Find_Custom_Assy(),5,11,3,2
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\assy.cpp,Find_Predefined_Assy(),5,11,3,2
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\assy.cpp,Get_Assy_All_List(),5,15,3,16
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\assy.cpp,Get_Custom_Assy_NumOfOpenSlots(),2,8,2,3
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\assy.cpp,Get_Custom_Assy_Param_Values(),12,36,7,16
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\assy.cpp,Get_Custom_Assy_Params(),9,28,6,18
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\assy.cpp,Get_Predefined_Assy_Param_Values(),6,14,4,11
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\assy.cpp,Get_Predefined_Assy_Params(),8,36,5,26
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\assy.cpp,Get_Predefined_Assy_Params_Remaining(),7,23,3,14
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\assy.cpp,Get_Valid_Bitmap(),2,14,2,1
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\assy.cpp,Get_Valid_Numbers_From_Bitmap(),3,6,3,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\assy.cpp,Is_Param_In_Custom_Assy(),8,27,6,5
